le --- IMG_3557.JPG, renamed to IMG_3557__1.JPG
MINOR: found duplicate file --- IMG_1133.HEIC.json, renamed to IMG_1133__2.HEIC.json
MINOR: found duplicate file --- IMG_3136.HEIC.json, renamed to IMG_3136__1.HEIC.json
MINOR: found duplicate file --- IMG_3830.JPG, renamed to IMG_3830__1.JPG
MINOR: found duplicate file --- IMG_3481.JPG.json, renamed to IMG_3481__3.JPG.json
MINOR: found duplicate file --- IMG_3811.JPG.json, renamed to IMG_3811__1.JPG.json
MINOR: found duplicate file --- 9792.mp4, renamed to 9792__1.mp4
MINOR: found duplicate file --- IMG_3480.JPG.json, renamed to IMG_3480__2.JPG.json
MINOR: found duplicate file --- IMG_3810.JPG.json, renamed to IMG_3810__2.JPG.json
MINOR: found duplicate file --- IMG_3777.JPG, renamed to IMG_3777__1.JPG
MINOR: found duplicate file --- IMG_3368.JPG.json, renamed to IMG_3368__3.JPG.json
MINOR: found duplicate file --- IMG_3369.JPG.json, renamed to IMG_3369__3.JPG.json
MINOR: found duplicate file --- IMG_3314.HEIC.json, renamed to IMG_3314__1.HEIC.json
MINOR: found duplicate file --- IMG_2864.JPG.json, renamed to IMG_2864__1.JPG.json
MINOR: found duplicate file --- IMG_1311.HEIC.json, renamed to IMG_1311__2.HEIC.json
MINOR: found duplicate file --- IMG_1127.HEIC.json, renamed to IMG_1127__1.HEIC.json
MINOR: found duplicate file --- IMG_2865.JPG.json, renamed to IMG_2865__2.JPG.json
MINOR: found duplicate file --- IMG_1850.HEIC.json, renamed to IMG_1850__1.HEIC.json
MINOR: found duplicate file --- IMG_3788.JPG, renamed to IMG_3788__2.JPG
MINOR: found duplicate file --- IMG_2642.HEIC.json, renamed to IMG_2642__1.HEIC.json
MINOR: found duplicate file --- IMG_2601.JPG.json, renamed to IMG_2601__1.JPG.json
MINOR: found duplicate file --- IMG_3537.MOV, renamed to IMG_3537__1.MOV
MINOR: found duplicate file --- IMG_2639.MOV.json, renamed to IMG_2639__1.MOV.json
MINOR: found duplicate file --- IMG_2018.HEIC.json, renamed to IMG_2018__2.HEIC.json
MINOR: found duplicate file --- IMG_3702.HEIC.json, renamed to IMG_3702__1.HEIC.json
MINOR: found duplicate file --- IMG_2132.JPG.json, renamed to IMG_2132__2.JPG.json
MINOR: found duplicate file --- IMG_1688.HEIC.json, renamed to IMG_1688__1.HEIC.json
MINOR: found duplicate file --- IMG_3158.HEIC.json, renamed to IMG_3158__1.HEIC.json
MINOR: found duplicate file --- IMG_2133.JPG.json, renamed to IMG_2133__2.JPG.json
MINOR: found duplicate file --- IMG_3298.JPG.json, renamed to IMG_3298__5.JPG.json
MINOR: found duplicate file --- IMG_3299.JPG.json, renamed to IMG_3299__4.JPG.json
MINOR: found duplicate file --- IMG_0849.HEIC.json, renamed to IMG_0849__1.HEIC.json
MINOR: found duplicate file --- IMG_3656.JPG.json, renamed to IMG_3656__1.JPG.json
MINOR: found duplicate file --- IMG_3430.JPG.json, renamed to IMG_3430__4.JPG.json
MINOR: found duplicate file --- IMG_3431.JPG.json, renamed to IMG_3431__4.JPG.json
MINOR: found duplicate file --- IMG_3657.JPG.json, renamed to IMG_3657__2.JPG.json
MINOR: found duplicate file --- IMG_3593.MOV.json, renamed to IMG_3593__1.MOV.json
MINOR: found duplicate file --- IMG_3164.JPG.json, renamed to IMG_3164__2.JPG.json
MINOR: found duplicate file --- IMG_3302.JPG.json, renamed to IMG_3302__5.JPG.json
MINOR: found duplicate file --- IMG_1372.JPG, renamed to IMG_1372__1.JPG
MINOR: found duplicate file --- IMG_1554.HEIC.json, renamed to IMG_1554__1.HEIC.json
MINOR: found duplicate file --- IMG_3303.JPG.json, renamed to IMG_3303__5.JPG.json
MINOR: found duplicate file --- IMG_3165.JPG.json, renamed to IMG_3165__1.JPG.json
MINOR: found duplicate file --- IMG_3559.JPG, renamed to IMG_3559__3.JPG
MINOR: found duplicate file --- IMG_20181123_211129.jpg.json, renamed to IMG_20181123_211129__1.jpg.json
MINOR: found duplicate file --- IMG_3793.HEIC, renamed to IMG_3793__1.HEIC
MINOR: found duplicate file --- IMG_1660.MOV.json, renamed to IMG_1660__1.MOV.json
MINOR: found duplicate file --- IMG_3767.JPG, renamed to IMG_3767__1.JPG
MINOR: found duplicate file --- IMG_3832.JPG.json, renamed to IMG_3832__1.JPG.json
MINOR: found duplicate file --- IMG_3833.JPG.json, renamed to IMG_3833__1.JPG.json
MINOR: found duplicate file --- IMG_3843.HEIC, renamed to IMG_3843__1.HEIC
MINOR: found duplicate file --- IMG_3785.JPG.json, renamed to IMG_3785__2.JPG.json
MINOR: found duplicate file --- IMG_1683.JPG.json, renamed to IMG_1683__1.JPG.json
MINOR: found duplicate file --- IMG_3709.HEIC.json, renamed to IMG_3709__1.HEIC.json
MINOR: found duplicate file --- IMG_3808.JPG, renamed to IMG_3808__2.JPG
MINOR: found duplicate file --- IMG_3153.HEIC.json, renamed to IMG_3153__1.HEIC.json
MINOR: found duplicate file --- IMG_3820.JPG, renamed to IMG_3820__3.JPG
MINOR: found duplicate file --- IMG_2713.MOV.json, renamed to IMG_2713__1.MOV.json
MINOR: found duplicate file --- IMG_3834.JPG, renamed to IMG_3834__1.JPG
MINOR: found duplicate file --- IMG_3479.JPG.json, renamed to IMG_3479__2.JPG.json
MINOR: found duplicate file --- IMG_1189.MOV.json, renamed to IMG_1189__1.MOV.json
MINOR: found duplicate file --- IMG_1188.MOV.json, renamed to IMG_1188__1.MOV.json
MINOR: found duplicate file --- IMG_3478.JPG.json, renamed to IMG_3478__3.JPG.json
MINOR: found duplicate file --- IMG_2846.JPG.json, renamed to IMG_2846__2.JPG.json
MINOR: found duplicate file --- IMG_3613.JPG, renamed to IMG_3613__1.JPG
MINOR: found duplicate file --- IMG_2013.HEIC.json, renamed to IMG_2013__1.HEIC.json
MINOR: found duplicate file --- IMG_3129.HEIC.json, renamed to IMG_3129__1.HEIC.json
MINOR: found duplicate file --- IMG_1081.MOV.json, renamed to IMG_1081__1.MOV.json
MINOR: found duplicate file --- IMG_3717.JPG.json, renamed to IMG_3717__1.JPG.json
MINOR: found duplicate file --- IMG_0770.HEIC.json, renamed to IMG_0770__1.HEIC.json
MINOR: found duplicate file --- IMG_1080.MOV.json, renamed to IMG_1080__1.MOV.json
MINOR: found duplicate file --- IMG_3594.JPG.json, renamed to IMG_3594__1.JPG.json
MINOR: found duplicate file --- IMG_3452.MOV, renamed to IMG_3452__2.MOV
MINOR: found duplicate file --- IMG_3595.JPG.json, renamed to IMG_3595__1.JPG.json
MINOR: found duplicate file --- IMG_1802.JPG.json, renamed to IMG_1802__1.JPG.json
MINOR: found duplicate file --- IMG_1388.HEIC.json, renamed to IMG_1388__1.HEIC.json
MINOR: found duplicate file --- IMG_3603.HEIC, renamed to IMG_3603__1.HEIC
MINOR: found duplicate file --- IMG_2830.JPG.json, renamed to IMG_2830__1.JPG.json
MINOR: found duplicate file --- IMG_3668.JPG.json, renamed to IMG_3668__2.JPG.json
MINOR: found duplicate file --- IMG_2097.JPG, renamed to IMG_2097__2.JPG
MINOR: found duplicate file --- IMG_2831.JPG.json, renamed to IMG_2831__1.JPG.json
MINOR: found duplicate file --- IMG_1360.PNG.json, renamed to IMG_1360__1.PNG.json
MINOR: found duplicate file --- IMG_3669.JPG.json, renamed to IMG_3669__1.JPG.json
MINOR: found duplicate file --- IMG_1611.HEIC.json, renamed to IMG_1611__1.HEIC.json
MINOR: found duplicate file --- IMG_3278.HEIC.json, renamed to IMG_3278__1.HEIC.json
MINOR: found duplicate file --- IMG_3612.JPG, renamed to IMG_3612__1.JPG
MINOR: found duplicate file --- IMG_1932.MOV.json, renamed to IMG_1932__1.MOV.json
MINOR: found duplicate file --- MYXJ_20181123211615_fast.jpg.json, renamed to MYXJ_20181123211615_fast__2.jpg.json
MINOR: found duplicate file --- IMG_3835.JPG, renamed to IMG_3835__1.JPG
MINOR: found duplicate file --- IMG_3506.JPG.json, renamed to IMG_3506__1.JPG.json
MINOR: found duplicate file --- IMG_3821.JPG, renamed to IMG_3821__3.JPG
MINOR: found duplicate file --- IMG_3507.JPG.json, renamed to IMG_3507__2.JPG.json
MINOR: found duplicate file --- IMG_3809.JPG, renamed to IMG_3809__2.JPG
MINOR: found duplicate file --- IMG_1439.MOV.json, renamed to IMG_1439__1.MOV.json
MINOR: found duplicate file --- IMG_3707.HEIC, renamed to IMG_3707__1.HEIC
MINOR: found duplicate file --- IMG_3447.JPG.json, renamed to IMG_3447__2.JPG.json
MINOR: found duplicate file --- IMG_3766.JPG, renamed to IMG_3766__1.JPG
MINOR: found duplicate file --- IMG_2879.JPG.json, renamed to IMG_2879__1.JPG.json
MINOR: found duplicate file --- IMG_1727.JPG.json, renamed to IMG_1727__2.JPG.json
MINOR: found duplicate file --- IMG_3446.JPG.json, renamed to IMG_3446__4.JPG.json
MINOR: found duplicate file --- IMG_3772.JPG, renamed to IMG_3772__1.JPG
MINOR: found duplicate file --- IMG_3375.JPG.json, renamed to IMG_3375__4.JPG.json
MINOR: found duplicate file --- IMG_3374.JPG.json, renamed to IMG_3374__4.JPG.json
MINOR: found duplicate file --- IMG_1928.HEIC.json, renamed to IMG_1928__1.HEIC.json
MINOR: found duplicate file --- IMG_1119.HEIC.json, renamed to IMG_1119__1.HEIC.json
MINOR: found duplicate file --- IMG_3728.JPG.json, renamed to IMG_3728__1.JPG.json
MINOR: found duplicate file --- IMG_1449.HEIC.json, renamed to IMG_1449__1.HEIC.json
MINOR: found duplicate file --- IMG_1163.HEIC.json, renamed to IMG_1163__2.HEIC.json
MINOR: found duplicate file --- IMG_3350.HEIC.json, renamed to IMG_3350__1.HEIC.json
MINOR: found duplicate file --- IMG_2625.MOV.json, renamed to IMG_2625__1.MOV.json
MINOR: found duplicate file --- IMG_1355.HEIC.json, renamed to IMG_1355__1.HEIC.json
MINOR: found duplicate file --- IMG_1025.HEIC.json, renamed to IMG_1025__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123155846_fast.jpg.json, renamed to MYXJ_20181123155846_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3130.HEIC.json, renamed to IMG_3130__1.HEIC.json
MINOR: found duplicate file --- IMG_3306.HEIC.json, renamed to IMG_3306__1.HEIC.json
MINOR: found duplicate file --- IMG_1559.HEIC.json, renamed to IMG_1559__2.HEIC.json
MINOR: found duplicate file --- IMG_1444.MOV.json, renamed to IMG_1444__1.MOV.json
MINOR: found duplicate file --- IMG_3871.JPG.json, renamed to IMG_3871__1.JPG.json
MINOR: found duplicate file --- IMG_0844.HEIC.json, renamed to IMG_0844__1.HEIC.json
MINOR: found duplicate file --- IMG_1712.JPG.json, renamed to IMG_1712__1.JPG.json
MINOR: found duplicate file --- IMG_3615.JPG.json, renamed to IMG_3615__1.JPG.json
MINOR: found duplicate file --- IMG_1838.HEIC.json, renamed to IMG_1838__1.HEIC.json
MINOR: found duplicate file --- IMG_3614.JPG.json, renamed to IMG_3614__1.JPG.json
MINOR: found duplicate file --- IMG_1713.JPG.json, renamed to IMG_1713__1.JPG.json
MINOR: found duplicate file --- IMG_1186.HEIC.json, renamed to IMG_1186__1.HEIC.json
MINOR: found duplicate file --- IMG_1826.JPG, renamed to IMG_1826__1.JPG
MINOR: found duplicate file --- MYXJ_20181123155732_fast.jpg.json, renamed to MYXJ_20181123155732_fast__1.jpg.json
MINOR: found duplicate file --- sd1543016060_2.mp4.json, renamed to sd1543016060_2__1.mp4.json
MINOR: found duplicate file --- IMG_1597.MOV.json, renamed to IMG_1597__1.MOV.json
MINOR: found duplicate file --- IMG_3800.MOV.json, renamed to IMG_3800__1.MOV.json
MINOR: found duplicate file --- IMG_3837.JPG, renamed to IMG_3837__2.JPG
MINOR: found duplicate file --- IMG_2661.JPG.json, renamed to IMG_2661__2.JPG.json
MINOR: found duplicate file --- IMG_3839.JPG.json, renamed to IMG_3839__2.JPG.json
MINOR: found duplicate file --- IMG_3823.JPG, renamed to IMG_3823__1.JPG
MINOR: found duplicate file --- IMG_3859.HEIC, renamed to IMG_3859__1.HEIC
MINOR: found duplicate file --- IMG_3610.JPG, renamed to IMG_3610__2.JPG
MINOR: found duplicate file --- IMG_1192.HEIC.json, renamed to IMG_1192__1.HEIC.json
MINOR: found duplicate file --- IMG_3754.JPG.json, renamed to IMG_3754__1.JPG.json
MINOR: found duplicate file --- IMG_1435.JPG.json, renamed to IMG_1435__1.JPG.json
MINOR: found duplicate file --- IMG_3646.MOV, renamed to IMG_3646__1.MOV
MINOR: found duplicate file --- IMG_3755.JPG.json, renamed to IMG_3755__1.JPG.json
MINOR: found duplicate file --- IMG_3599.MOV.json, renamed to IMG_3599__2.MOV.json
MINOR: found duplicate file --- IMG_0850.HEIC.json, renamed to IMG_0850__1.HEIC.json
MINOR: found duplicate file --- IMG_1298.HEIC.json, renamed to IMG_1298__1.HEIC.json
MINOR: found duplicate file --- IMG_3292.JPG.json, renamed to IMG_3292__4.JPG.json
MINOR: found duplicate file --- IMG_3312.HEIC.json, renamed to IMG_3312__1.HEIC.json
MINOR: found duplicate file --- IMG_1121.HEIC.json, renamed to IMG_1121__1.HEIC.json
MINOR: found duplicate file --- IMG_3124.HEIC.json, renamed to IMG_3124__1.HEIC.json
MINOR: found duplicate file --- IMG_3450.MOV, renamed to IMG_3450__2.MOV
MINOR: found duplicate file --- IMG_3451.MOV, renamed to IMG_3451__2.MOV
MINOR: found duplicate file --- IMG_0926.PNG.json, renamed to IMG_0926__1.PNG.json
MINOR: found duplicate file --- IMG_2723.HEIC.json, renamed to IMG_2723__1.HEIC.json
MINOR: found duplicate file --- IMG_3681.MOV.json, renamed to IMG_3681__1.MOV.json
MINOR: found duplicate file --- IMG_3678.PNG.json, renamed to IMG_3678__1.PNG.json
MINOR: found duplicate file --- MYXJ_20181123160638_fast.jpg.json, renamed to MYXJ_20181123160638_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3349.HEIC.json, renamed to IMG_3349__1.HEIC.json
MINOR: found duplicate file --- IMG_3380.HEIC.json, renamed to IMG_3380__1.HEIC.json
MINOR: found duplicate file --- IMG_1813.PNG.json, renamed to IMG_1813__1.PNG.json
MINOR: found duplicate file --- IMG_1385.HEIC.json, renamed to IMG_1385__1.HEIC.json
MINOR: found duplicate file --- IMG_3723.JPG.json, renamed to IMG_3723__1.JPG.json
MINOR: found duplicate file --- IMG_3571.HEIC, renamed to IMG_3571__1.HEIC
MINOR: found duplicate file --- IMG_3653.MOV, renamed to IMG_3653__1.MOV
MINOR: found duplicate file --- IMG_3639.JPG, renamed to IMG_3639__1.JPG
MINOR: found duplicate file --- IMG_2579.JPG.json, renamed to IMG_2579__1.JPG.json
MINOR: found duplicate file --- IMG_3611.JPG, renamed to IMG_3611__1.JPG
MINOR: found duplicate file --- IMG_2578.JPG.json, renamed to IMG_2578__1.JPG.json
MINOR: found duplicate file --- IMG_3822.JPG, renamed to IMG_3822__1.JPG
MINOR: found duplicate file --- IMG_3836.JPG, renamed to IMG_3836__2.JPG
MINOR: found duplicate file --- IMG_3796.HEIC.json, renamed to IMG_3796__1.HEIC.json
MINOR: found duplicate file --- IMG_1931.HEIC.json, renamed to IMG_1931__1.HEIC.json
MINOR: found duplicate file --- IMG_1100.HEIC.json, renamed to IMG_1100__1.HEIC.json
MINOR: found duplicate file --- IMG_0783.JPG.json, renamed to IMG_0783__1.JPG.json
MINOR: found duplicate file --- IMG_2872.JPG.json, renamed to IMG_2872__1.JPG.json
MINOR: found duplicate file --- IMG_3806.JPG.json, renamed to IMG_3806__1.JPG.json
MINOR: found duplicate file --- IMG_3496.JPG.json, renamed to IMG_3496__3.JPG.json
MINOR: found duplicate file --- IMG_3807.JPG.json, renamed to IMG_3807__2.JPG.json
MINOR: found duplicate file --- IMG_1167.MOV.json, renamed to IMG_1167__1.MOV.json
MINOR: found duplicate file --- IMG_0923.HEIC.json, renamed to IMG_0923__2.HEIC.json
MINOR: found duplicate file --- IMG_3662.JPG.json, renamed to IMG_3662__1.JPG.json
MINOR: found duplicate file --- IMG_3404.JPG.json, renamed to IMG_3404__5.JPG.json
MINOR: found duplicate file --- IMG_3405.JPG.json, renamed to IMG_3405__3.JPG.json
MINOR: found duplicate file --- IMG_1502.HEIC.json, renamed to IMG_1502__1.HEIC.json
MINOR: found duplicate file --- IMG_3663.JPG.json, renamed to IMG_3663__1.JPG.json
MINOR: found duplicate file --- IMG_1672.HEIC.json, renamed to IMG_1672__1.HEIC.json
MINOR: found duplicate file --- IMG_3394.HEIC.json, renamed to IMG_3394__1.HEIC.json
MINOR: found duplicate file --- IMG_3598.JPG, renamed to IMG_3598__1.JPG
MINOR: found duplicate file --- IMG_3150.JPG.json, renamed to IMG_3150__2.JPG.json
MINOR: found duplicate file --- IMG_3151.JPG.json, renamed to IMG_3151__2.JPG.json
MINOR: found duplicate file --- IMG_3868.HEIC, renamed to IMG_3868__1.HEIC
MINOR: found duplicate file --- IMG_1666.MOV.json, renamed to IMG_1666__2.MOV.json
MINOR: found duplicate file --- IMG_2901.JPG.json, renamed to IMG_2901__1.JPG.json
MINOR: found duplicate file --- IMG_0752.MOV.json, renamed to IMG_0752__1.MOV.json
MINOR: found duplicate file --- IMG_1678.HEIC.json, renamed to IMG_1678__1.HEIC.json
MINOR: found duplicate file --- IMG_3835.JPG.json, renamed to IMG_3835__1.JPG.json
MINOR: found duplicate file --- IMG_1022.HEIC.json, renamed to IMG_1022__1.HEIC.json
MINOR: found duplicate file --- IMG_3514.JPG, renamed to IMG_3514__2.JPG
MINOR: found duplicate file --- IMG_3834.JPG.json, renamed to IMG_3834__1.JPG.json
MINOR: found duplicate file --- IMG_2057.JPG.json, renamed to IMG_2057__1.JPG.json
MINOR: found duplicate file --- IMG_3867.PNG.json, renamed to IMG_3867__1.PNG.json
MINOR: found duplicate file --- IMG_2056.JPG.json, renamed to IMG_2056__1.JPG.json
MINOR: found duplicate file --- IMG_3919.JPG, renamed to IMG_3919__2.JPG
MINOR: found duplicate file --- IMG_3437.JPG.json, renamed to IMG_3437__6.JPG.json
MINOR: found duplicate file --- IMG_3436.JPG.json, renamed to IMG_3436__4.JPG.json
MINOR: found duplicate file --- IMG_3577.HEIC.json, renamed to IMG_3577__1.HEIC.json
MINOR: found duplicate file --- sd1542953777_2.mp4.json, renamed to sd1542953777_2__1.mp4.json
MINOR: found duplicate file --- IMG_1091.HEIC.json, renamed to IMG_1091__1.HEIC.json
MINOR: found duplicate file --- IMG_3163.JPG.json, renamed to IMG_3163__3.JPG.json
MINOR: found duplicate file --- IMG_3162.JPG.json, renamed to IMG_3162__2.JPG.json
MINOR: found duplicate file --- IMG_1420.HEIC.json, renamed to IMG_1420__1.HEIC.json
MINOR: found duplicate file --- IMG_1085.HEIC.json, renamed to IMG_1085__1.HEIC.json
MINOR: found duplicate file --- IMG_3620.MOV, renamed to IMG_3620__1.MOV
MINOR: found duplicate file --- IMG_3716.HEIC, renamed to IMG_3716__1.HEIC
MINOR: found duplicate file --- IMG_1087.MOV.json, renamed to IMG_1087__2.MOV.json
MINOR: found duplicate file --- IMG_3676.JPG, renamed to IMG_3676__2.JPG
MINOR: found duplicate file --- IMG_3662.JPG, renamed to IMG_3662__1.JPG
MINOR: found duplicate file --- IMG_1200.HEIC.json, renamed to IMG_1200__1.HEIC.json
MINOR: found duplicate file --- IMG_3782.JPG.json, renamed to IMG_3782__1.JPG.json
MINOR: found duplicate file --- IMG_1685.JPG.json, renamed to IMG_1685__1.JPG.json
MINOR: found duplicate file --- IMG_3783.JPG.json, renamed to IMG_3783__1.JPG.json
MINOR: found duplicate file --- IMG_1346.HEIC.json, renamed to IMG_1346__1.HEIC.json
MINOR: found duplicate file --- IMG_1170.HEIC.json, renamed to IMG_1170__1.HEIC.json
MINOR: found duplicate file --- IMG_0947.HEIC.json, renamed to IMG_0947__1.HEIC.json
MINOR: found duplicate file --- IMG_3460.JPG, renamed to IMG_3460__4.JPG
MINOR: found duplicate file --- IMG_3620.MOV.json, renamed to IMG_3620__1.MOV.json
MINOR: found duplicate file --- IMG_3604.HEIC, renamed to IMG_3604__1.HEIC
MINOR: found duplicate file --- IMG_3461.JPG, renamed to IMG_3461__5.JPG
MINOR: found duplicate file --- sd1543189423_2.mp4, renamed to sd1543189423_2__1.mp4
MINOR: found duplicate file --- IMG_3449.JPG, renamed to IMG_3449__4.JPG
MINOR: found duplicate file --- IMG_3767.JPG.json, renamed to IMG_3767__1.JPG.json
MINOR: found duplicate file --- IMG_0777.HEIC.json, renamed to IMG_0777__1.HEIC.json
MINOR: found duplicate file --- IMG_3766.JPG.json, renamed to IMG_3766__1.JPG.json
MINOR: found duplicate file --- IMG_1296.MOV.json, renamed to IMG_1296__1.MOV.json
MINOR: found duplicate file --- IMG_3609.MOV, renamed to IMG_3609__1.MOV
MINOR: found duplicate file --- IMG_3663.JPG, renamed to IMG_3663__1.JPG
MINOR: found duplicate file --- IMG_1205.MOV.json, renamed to IMG_1205__1.MOV.json
MINOR: found duplicate file --- IMG_3677.JPG, renamed to IMG_3677__2.JPG
MINOR: found duplicate file --- IMG_3592.JPG.json, renamed to IMG_3592__1.JPG.json
MINOR: found duplicate file --- IMG_3154.HEIC.json, renamed to IMG_3154__1.HEIC.json
MINOR: found duplicate file --- IMG_1684.HEIC.json, renamed to IMG_1684__1.HEIC.json
MINOR: found duplicate file --- IMG_3409.JPG.json, renamed to IMG_3409__2.JPG.json
